iter	MultiClass
223	0.1749241118
224	0.1748447672
225	0.1747295966
226	0.1746089679
227	0.1745047263
228	0.1744627442
229	0.1743351652
230	0.1742396413
231	0.1741861485
232	0.1740659943
233	0.1740238249
234	0.173860171
235	0.1737924137
236	0.173694729
237	0.173505394
238	0.1734274064
239	0.1733341686
240	0.173189727
241	0.1731471069
242	0.1731026582
243	0.1729427612
244	0.1728862396
245	0.1728001824
246	0.1727216904
247	0.1726347474
248	0.1724932938
249	0.172355893
250	0.1722284429
251	0.1721027207
252	0.1720542814
253	0.1720006108
254	0.1719295249
255	0.1718592525
256	0.1717492075
257	0.1716927007
258	0.1715297068
259	0.1714696964
260	0.1713013444
261	0.1712662664
262	0.1712095902
263	0.1711582247
264	0.1710927577
265	0.1710119949
266	0.1708660075
267	0.1707443983
268	0.1706559584
269	0.1705951725
270	0.1705193829
271	0.1704618085
272	0.1703877191
273	0.1703077012
274	0.1702419254
275	0.1701613088
276	0.1701121291
277	0.1699955115
278	0.1699276291
279	0.1698292677
280	0.1697730822
281	0.1695671534
282	0.169389955
283	0.1693149433
284	0.1691996447
285	0.1691217246
286	0.1690731128
287	0.1690182573
288	0.1689414074
289	0.1688331347
290	0.1687577477
291	0.1686592081
292	0.1685863243
293	0.1685201669
294	0.1683683835
295	0.1682965166
296	0.1682245146
297	0.1681635553
298	0.1681280542
299	0.1680350276
300	0.1678961955
301	0.1678591666
302	0.1677616243
303	0.1676155296
304	0.1675757738
305	0.1674683175
306	0.1673778544
307	0.1671007498
308	0.1670184288
309	0.1669558644
310	0.1668407969
311	0.1666541569
312	0.1665833539
313	0.1665148861
314	0.166428437
315	0.1663801429
316	0.1662654246
317	0.166196029
318	0.1660724881
319	0.1660084059
320	0.1659440408
321	0.1658704481
322	0.1657575708
323	0.1657064695
324	0.1656717701
325	0.1655856042
326	0.1655544982
327	0.1654407852
328	0.1653613358
329	0.1653040303
330	0.1652091139
331	0.1651555384
332	0.1650177376
333	0.1649850147
334	0.1648986795
335	0.1647791577
336	0.1647239573
337	0.1646271168
338	0.164567635
339	0.1645256727
340	0.1644642233
341	0.1644263329
342	0.1643040308
343	0.1642534152
344	0.1641104053
345	0.164009201
346	0.1639596222
347	0.1639031302
348	0.1638327668
349	0.1637317118
350	0.16363521
351	0.1635548879
352	0.163502869
353	0.1634487371
354	0.1634081641
355	0.1633435669
356	0.1632850438
357	0.1632336774
358	0.1631867974
359	0.1630924279
360	0.1630423393
361	0.1629646667
362	0.1628736267
363	0.1628229213
364	0.1627537542
365	0.1626152487
366	0.162539267
367	0.1623921709
368	0.1623120579
369	0.1622036398
370	0.1621122365
371	0.1620071559
372	0.1619744742
373	0.1618486567
374	0.1617408212
375	0.1616011354
376	0.161515065
377	0.1614651639
378	0.16138044
379	0.1612780864
380	0.1611432126
381	0.1610759136
382	0.1610080179
383	0.1609287142
384	0.1608667606
385	0.160821837
386	0.1607526178
387	0.1606417675
388	0.1605856838
389	0.1605627401
390	0.1604550385
391	0.1604258495
392	0.1603455077
393	0.1602352905
394	0.1601985691
395	0.1601424845
396	0.1600813126
397	0.1600425394
398	0.1599771986
399	0.159907269
400	0.1598679861
401	0.1598082711
402	0.1597608808
403	0.1596415562
404	0.1594335359
405	0.1593675428
406	0.1593236381
407	0.1592608476
408	0.1591913856
409	0.1591195662
410	0.1589966818
411	0.1589367117
412	0.158865561
413	0.1587766145
414	0.1587070638
415	0.1585448889
416	0.1583814981
417	0.1582325444
418	0.1582080339
419	0.1581229085
420	0.1580410866
421	0.1579844109
422	0.1579275245
423	0.1578949657
424	0.1577458523
425	0.1576781483
426	0.1575788892
427	0.1575491625
428	0.1574302521
429	0.1573684774
430	0.1573214934
431	0.1572844327
432	0.1572598563
433	0.1571925529
434	0.1571087608
435	0.1570658985
436	0.1569104742
437	0.1568517362
438	0.1567653314
439	0.1566535687
440	0.1565927963
441	0.1565388541
442	0.156412229
443	0.1561758792
444	0.1560791982
445	0.1560017906
446	0.1559662406
447	0.155916431
448	0.1558702354
449	0.1558108287
450	0.1557797625
451	0.1557472042
452	0.1557013823
453	0.1556636369
454	0.1555408834
455	0.1555052253
456	0.1554740759
457	0.1553683552
458	0.1552678514
459	0.1552283958
460	0.1551961533
461	0.1551431417
462	0.1550968119
463	0.1550619549
464	0.1549720632
465	0.1549092401
466	0.1548215856
467	0.1547639055
468	0.1546730454
469	0.1545749466
470	0.1545283778
471	0.1544473475
472	0.1543679881
473	0.1543019542
474	0.154261046
475	0.1541696806
476	0.1540901014
477	0.1540519412
478	0.1540043976
479	0.1539580597
480	0.1539210281
481	0.1538262801
482	0.1537507983
483	0.1536655679
484	0.1535901889
485	0.1534523308
486	0.1534075717
487	0.1533622928
488	0.1532201307
489	0.1531701562
490	0.1529970703
491	0.1528959411
492	0.1528529323
493	0.1527960569
494	0.1527506823
495	0.1527148531
496	0.1526622117
497	0.1526229168
498	0.1525624269
499	0.152494864
500	0.1524147072
501	0.152384963
502	0.1523320858
503	0.1522715249
504	0.1521702325
505	0.1519610072
506	0.151931577
507	0.1518544283
508	0.1517959034
509	0.1517621729
510	0.1517181043
511	0.1516581877
512	0.1515887053
513	0.1515571532
514	0.1515263101
515	0.1514720062
516	0.1513885784
517	0.1513369863
518	0.1512944419
519	0.1512525654
520	0.1512232334
521	0.1511411046
522	0.151085218
523	0.1510119709
524	0.1509396431
525	0.1509015471
526	0.1508507336
527	0.1507525336
528	0.1506850883
529	0.150658156
530	0.1505924861
531	0.1505555226
532	0.1504864058
533	0.1504499159
534	0.1504142944
535	0.1503758579
536	0.1503285994
537	0.1501965088
538	0.1501111333
539	0.1500625947
540	0.1500003822
541	0.1499092758
542	0.1497677985
543	0.1496938511
544	0.1496510052
545	0.1496222034
546	0.1495836333
547	0.149550692
548	0.1495270665
549	0.1494881852
550	0.1494291914
551	0.1493258309
552	0.1492888184
553	0.1492078405
554	0.1491679746
555	0.1490416766
556	0.1489577491
557	0.1489117015
558	0.1488382798
559	0.148783024
560	0.1487471439
561	0.1487047964
562	0.1486428894
563	0.148613486
564	0.1485453727
565	0.1484977266
566	0.1484258599
567	0.1483956739
568	0.1483559875
569	0.1483150955
570	0.1482362654
571	0.1482100725
572	0.1481726505
573	0.1481171552
574	0.1480192187
575	0.1479106357
576	0.1478515105
577	0.1477906949
578	0.1477423713
579	0.1477182247
580	0.1476816925
581	0.1476476847
582	0.1476023536
583	0.1475533736
584	0.1475015694
585	0.1474569654
586	0.1473872404
587	0.147256641
588	0.1471654681
589	0.1471011345
590	0.1470561564
591	0.1470197571
592	0.1469765499
593	0.1469346889
594	0.1468890162
595	0.1468318304
596	0.1467988634
597	0.1466809492
598	0.146607215
599	0.1465395324
600	0.1464938595
601	0.1464372684
602	0.1463844238
603	0.1463137767
604	0.1462724768
605	0.1462323529
606	0.1462019147
607	0.146150559
608	0.146069211
609	0.1460143983
610	0.1459488546
611	0.1459169542
612	0.1458853269
613	0.145842137
614	0.1458062408
615	0.145749468
616	0.145681229
617	0.145631541
618	0.1456079853
619	0.145518786
620	0.1454565351
621	0.1454113677
622	0.1453430121
623	0.1452708102
624	0.1452373049
625	0.1451957363
626	0.1451493635
627	0.1450214708
628	0.1449849791
629	0.1449266158
630	0.1448866564
631	0.14484888
632	0.1447915134
633	0.1447423502
634	0.1447098437
635	0.1446073479
636	0.1445573025
637	0.1445270592
638	0.1444307941
639	0.1443606882
640	0.1443128043
641	0.1442791911
642	0.1442270824
643	0.1441979083
644	0.1441530557
645	0.1440711809
646	0.1440020388
647	0.1439704376
648	0.1439180838
649	0.1438644906
650	0.1438365121
651	0.1437814811
652	0.143746239
653	0.1436805893
654	0.1436172668
655	0.143555059
656	0.1434808052
657	0.1434322884
658	0.1433999625
659	0.1433511134
660	0.1433069477
661	0.143259179
662	0.143216979
663	0.1431817588
664	0.143154686
665	0.1431248434
666	0.1430906575
667	0.1429517484
668	0.1429182306
669	0.1428819415
670	0.1428395267
671	0.1427809966
672	0.1427414023
673	0.1426729915
674	0.142557378
675	0.1424901166
676	0.1424568199
677	0.1424278097
678	0.1423016273
679	0.1422584821
680	0.1421934578
681	0.1421438281
682	0.1420203919
683	0.1419602507
684	0.1418721065
685	0.1418330445
686	0.1417862312
687	0.1417035116
688	0.1416717719
689	0.1415442676
690	0.1414957614
691	0.1414302899
692	0.141369905
693	0.1413356285
694	0.1413123057
695	0.1412680768
696	0.1411696009
697	0.1411032827
698	0.1410616121
699	0.1410294845
700	0.1409928534
701	0.1409164163
702	0.1408670517
703	0.1408048922
704	0.1407765864
705	0.1407448777
706	0.1407001012
707	0.1406427344
708	0.1405828536
709	0.1405161908
710	0.1404603463
711	0.140421534
712	0.1403740542
713	0.1403281051
714	0.1402831788
715	0.1402328398
716	0.1401907483
717	0.1401674352
718	0.1401167721
719	0.1400637431
720	0.1400300088
721	0.1399796662
722	0.1399137499
723	0.139884917
724	0.1398199563
725	0.1397831866
726	0.1397539057
727	0.1396715905
728	0.1396115816
729	0.1395863907
730	0.1395298662
731	0.1394595905
732	0.1393850266
733	0.1392984159
734	0.1392218859
735	0.1391207084
736	0.1390520358
737	0.1389996377
738	0.1389443855
739	0.1388997115
740	0.1388605316
741	0.138814299
742	0.138786318
743	0.1387494241
744	0.1386487323
745	0.1386080594
746	0.1385677952
747	0.1385049442
748	0.1384257514
749	0.1383075264
750	0.1382821698
751	0.1382567563
752	0.1382291602
753	0.1381894828
754	0.1381548064
755	0.13811898
756	0.1380673941
757	0.1380201449
758	0.1378861595
759	0.1378405011
760	0.1377756623
761	0.1376944989
762	0.1376488381
763	0.1376131399
764	0.1375649644
765	0.1375470122
766	0.1375212203
767	0.137489326
768	0.1374407511
769	0.1374076839
770	0.1373652342
771	0.1373049092
772	0.1372658761
773	0.137191159
774	0.1371437881
775	0.1371056352
776	0.1370424928
777	0.1369523336
778	0.1368944709
779	0.1368495231
780	0.1368248718
781	0.136778519
782	0.1367315669
783	0.1366846952
784	0.1366522511
785	0.1366003237
786	0.1365612826
787	0.1364769027
788	0.1364387361
789	0.1364013882
790	0.1363214295
791	0.1362833362
792	0.136205314
793	0.1361730872
794	0.1361333083
795	0.1360933405
796	0.1360537122
797	0.1359985491
798	0.1359432759
799	0.1359055923
800	0.1358516736
801	0.1358024263
802	0.1357539301
803	0.1357107321
804	0.1356777093
805	0.1356347111
806	0.135603241
807	0.1355682528
808	0.1355347025
809	0.1355068539
810	0.1354723297
811	0.1354302332
812	0.1353826303
813	0.1352947491
814	0.1352629508
815	0.1351961221
816	0.135164817
817	0.1351277296
818	0.1350474871
819	0.1349723953
820	0.1349458496
821	0.1348924486
822	0.1348520651
823	0.1347971779
824	0.1347562547
825	0.1347010568
826	0.1346708075
827	0.1346195122
828	0.1345661442
829	0.1344926525
830	0.1344619906
831	0.1344352045
832	0.1344094001
833	0.1343765879
834	0.1343215733
835	0.1342805207
836	0.1341638841
837	0.134126166
838	0.1340690125
839	0.1339991549
840	0.1339473241
841	0.1339041401
842	0.1338568489
843	0.1338259682
844	0.1337833541
845	0.1337312507
846	0.1336974873
847	0.1336696857
848	0.1336361745
849	0.1335547807
850	0.1335181761
851	0.1334689828
852	0.1334373308
853	0.1333563814
854	0.133310057
855	0.1332191626
856	0.1331908319
857	0.1331435254
858	0.1330893086
859	0.1330441337
860	0.1330205741
861	0.1329676576
862	0.1329443392
863	0.1329106688
864	0.1328771935
865	0.132805801
866	0.1327733145
867	0.1327200873
868	0.1326526623
869	0.1326031941
870	0.1325451967
871	0.1324778643
872	0.132443715
873	0.1324035573
874	0.1323538138
875	0.1323120913
876	0.1322834311
877	0.1322133016
878	0.1321942411
879	0.1321257683
880	0.1320821303
881	0.132058195
882	0.1320321763
883	0.1319973526
884	0.1319556384
885	0.1319231556
886	0.1318770622
887	0.1318565261
888	0.1317939363
889	0.1317703418
890	0.1317227701
891	0.1316516657
892	0.1316129786
893	0.1315892379
894	0.1315620375
895	0.1315203256
896	0.1314666458
897	0.1313783525
898	0.1313240582
899	0.1311288431
900	0.1311012508
901	0.1310647627
902	0.1310407919
903	0.130993824
904	0.1308937679
905	0.130845267
906	0.1308042072
907	0.1307379797
908	0.1307026409
909	0.1306702206
910	0.1306433183
911	0.1306090091
912	0.1305574184
913	0.1304912346
914	0.130476842
915	0.1304489533
916	0.1304075822
917	0.130381092
918	0.1303253577
919	0.1302690718
920	0.1302435556
921	0.1302094033
922	0.1301479265
923	0.1301162597
924	0.1300953582
925	0.1300644584
926	0.1300372155
927	0.1299988599
928	0.1299752989
929	0.1299251589
930	0.1298576269
931	0.1298087881
932	0.1297577225
933	0.1296716772
934	0.1296311914
935	0.1295792636
936	0.1295310546
937	0.1294908653
938	0.1294309914
939	0.1293746319
940	0.129350201
941	0.1293155822
942	0.1292530691
943	0.129226946
944	0.1291812964
945	0.1291530939
946	0.1291241953
947	0.1290480241
948	0.1290024346
949	0.1289851465
950	0.1289254652
951	0.1288775249
952	0.1288436104
953	0.1288202254
954	0.1287934791
955	0.1287392649
956	0.1286614991
957	0.1285635337
958	0.1285274736
959	0.1284723544
960	0.1284452525
961	0.1283899212
962	0.1283536649
963	0.1283232525
964	0.1282983486
965	0.1282318723
966	0.1281753301
967	0.128136754
968	0.1281140793
969	0.1280610144
970	0.127984091
971	0.1279362989
972	0.1278568775
973	0.1278248141
974	0.1277531849
975	0.1277193968
976	0.1276855327
977	0.1275908136
978	0.1275413284
979	0.1275022728
980	0.1274802631
981	0.1274500647
982	0.1274287282
983	0.1273865531
984	0.1273455664
985	0.1272906351
986	0.1272552403
987	0.1272070636
988	0.1271505739
989	0.1270814812
990	0.126992534
991	0.1269540832
992	0.1269075204
993	0.1268366393
994	0.1267951165
995	0.1267430478
996	0.1266813953
997	0.1266415151
998	0.1266049085
999	0.1265663428
